language	term	usage	original	wordsense	raw_freq
RU-RU	житель	Vorzugsterm	житель	0	51
RU-RU	обитатель	Negativterm	обитатель	0	4

EN-US	condition	Vorzugsterm	condition	-1	-1
RU-RU	условие	Vorzugsterm	условие	1	923
RU-RU	требование	Negativterm	требование	1	2

EN-US	home	Vorzugsterm	home	-1	-1
RU-RU	дом	Vorzugsterm	дом	1	469
RU-RU	жилище	Negativterm	жилище	1	2

EN-US	spiritual	Vorzugsterm	spiritual	-1	-1
RU-RU	духовный	Vorzugsterm	духовный	0	60
RU-RU	душевный	Negativterm	душевный	0	1

EN-US	blood	Vorzugsterm	blood	-1	-1
RU-RU	кровь	Vorzugsterm	кровь	1	137
RU-RU	кровопролитие	Negativterm	кровопролитие	1	4

EN-US	decease	Vorzugsterm	decease	-1	-1
RU-RU	покойный	Vorzugsterm	покойный	1	3
RU-RU	умерший	Negativterm	умерший	1	3

STOPWORD	while	Vorzugsterm	while	-1	-1
RU-RU	хотя	Vorzugsterm	хотя	0	733
RU-RU	хоть	Negativterm	хоть	0	17

EN-US	wife	Vorzugsterm	wife	-1	-1
RU-RU	жена	Vorzugsterm	жена	0	159
RU-RU	супруга	Negativterm	супруга	0	10

EN-US	always	Vorzugsterm	always	-1	-1
RU-RU	всегда	Vorzugsterm	всегда	0	1158
RU-RU	постоянно	Negativterm	постоянно	0	12

EN-US	lack	Vorzugsterm	lack	-1	-1
RU-RU	отсутствие	Vorzugsterm	отсутствие	0	431
RU-RU	недостаток	Negativterm	недостаток	0	114
RU-RU	нехватка	Negativterm	нехватка	0	62

EN-US	pain	Vorzugsterm	pain	-1	-1
RU-RU	боль	Vorzugsterm	боль	0	124
RU-RU	страдание	Negativterm	страдание	0	17
RU-RU	мука	Negativterm	мука	0	1

EN-US	precisely	Vorzugsterm	precisely	-1	-1
RU-RU	именно	Vorzugsterm	именно	0	195
RU-RU	точно	Negativterm	точно	0	40

EN-US	suicide	Vorzugsterm	suicide	-1	-1
RU-RU	самоубийство	Vorzugsterm	самоубийство	0	80
RU-RU	суицид	Negativterm	суицид	0	11

EN-US	effective	Vorzugsterm	effective	-1	-1
RU-RU	эффективный	Vorzugsterm	эффективный	0	1034
RU-RU	действенный	Negativterm	действенный	0	6

EN-US	afraid	Vorzugsterm	afraid	-1	-1
RU-RU	бояться	Vorzugsterm	бояться	0	57
RU-RU	опасаться	Negativterm	опасаться	0	7

EN-US	receive	Vorzugsterm	receive	-1	-1
RU-RU	получать	Vorzugsterm	получать	0	688
RU-RU	принимать	Negativterm	принимать	0	33

EN-US	relentlessly	Vorzugsterm	relentlessly	-1	-1
RU-RU	неустанно	Vorzugsterm	неустанно	0	7
RU-RU	непрерывно	Negativterm	непрерывно	0	3

EN-US	announce	Vorzugsterm	announce	-1	-1
RU-RU	объявлять	Vorzugsterm	объявлять	0	170
RU-RU	заявлять	Negativterm	заявлять	0	48
RU-RU	сообщать	Negativterm	сообщать	0	8

EN-US	finish	Vorzugsterm	finish	-1	-1
RU-RU	заканчивать	Vorzugsterm	заканчивать	0	36
RU-RU	завершать	Negativterm	завершать	0	21
RU-RU	оканчивать	Negativterm	оканчивать	0	5

EN-US	powerful	Vorzugsterm	powerful	-1	-1
RU-RU	мощный	Vorzugsterm	мощный	0	380
RU-RU	сильный	Negativterm	сильный	0	136

EN-US	believe	Vorzugsterm	believe	-1	-1
RU-RU	считать	Vorzugsterm	считать	0	518
RU-RU	полагать	Negativterm	полагать	0	353
RU-RU	думать	Negativterm	думать	0	44

EN-US	understand	Vorzugsterm	understand	-1	-1
RU-RU	понимать	Vorzugsterm	понимать	0	1004
RU-RU	осознавать	Negativterm	осознавать	0	38

EN-US	industry	Vorzugsterm	industry	-1	-1
RU-RU	промышленность	Vorzugsterm	промышленность	0	411
RU-RU	индустрия	Negativterm	индустрия	0	167

EN-US	especially	Vorzugsterm	especially	-1	-1
RU-RU	особенно	Vorzugsterm	особенно	0	1378
RU-RU	особо	Negativterm	особо	0	6

EN-US	since	Vorzugsterm	since	-1	-1
RU-RU	после	Vorzugsterm	после	1	333
RU-RU	впоследствии	Negativterm	впоследствии	1	1

EN-US	former	Vorzugsterm	former	-1	-1
RU-RU	бывший	Vorzugsterm	бывший	0	1418
RU-RU	прежний	Negativterm	прежний	0	40
RU-RU	прошлый	Negativterm	прошлый	0	7
RU-RU	былой	Negativterm	былой	0	6
RU-RU	старый	Negativterm	старый	0	5

EN-US	chief	Vorzugsterm	chief	-1	-1
RU-RU	главный	Vorzugsterm	главный	0	165
RU-RU	основной	Negativterm	основной	0	8
RU-RU	верховный	Negativterm	верховный	0	7

EN-US	police	Vorzugsterm	police	-1	-1
RU-RU	полиция	Vorzugsterm	полиция	0	425
RU-RU	милиция	Negativterm	милиция	0	15

STOPWORD	through	Vorzugsterm	through	-1	-1
RU-RU	через	Vorzugsterm	через	3	610
RU-RU	посредством	Negativterm	посредством	3	315

EN-US	construction	Vorzugsterm	construction	-1	-1
RU-RU	строительство	Vorzugsterm	строительство	4	223
RU-RU	сооружение	Negativterm	сооружение	4	4

EN-US	contract	Vorzugsterm	contract	-1	-1
RU-RU	контракт	Vorzugsterm	контракт	0	275
RU-RU	договор	Negativterm	договор	0	55
RU-RU	сделка	Negativterm	сделка	0	5
RU-RU	соглашение	Negativterm	соглашение	0	1

EN-US	reluctantly	Vorzugsterm	reluctantly	-1	-1
RU-RU	неохотно	Vorzugsterm	неохотно	0	17
RU-RU	нехотя	Negativterm	нехотя	0	1

EN-US	share	Vorzugsterm	share	-1	-1
RU-RU	доля	Vorzugsterm	доля	2	609
RU-RU	часть	Negativterm	часть	2	63

EN-US	permanent	Vorzugsterm	permanent	-1	-1
RU-RU	постоянный	Vorzugsterm	постоянный	0	344
RU-RU	перманентный	Negativterm	перманентный	0	10

EN-US	unit	Vorzugsterm	unit	-1	-1
RU-RU	единица	Vorzugsterm	единица	2	66
RU-RU	штука	Negativterm	штука	2	4

EN-US	lead	Vorzugsterm	lead	-1	-1
RU-RU	ведущий	Vorzugsterm	ведущий	2	342
RU-RU	главный	Negativterm	главный	2	29
RU-RU	основной	Negativterm	основной	2	3

EN-US	list	Vorzugsterm	list	-1	-1
RU-RU	список	Vorzugsterm	список	0	227
RU-RU	перечень	Negativterm	перечень	0	19

STOPWORD	in	Vorzugsterm	in	-1	-1
RU-RU	при	Vorzugsterm	при	0	335
RU-RU	около	Negativterm	около	0	4

EN-US	value	Vorzugsterm	value	-1	-1
RU-RU	ценность	Vorzugsterm	ценность	0	1029
RU-RU	стоимость	Negativterm	стоимость	0	525

EN-US	roughly	Vorzugsterm	roughly	-1	-1
RU-RU	примерно	Vorzugsterm	примерно	0	283
RU-RU	приблизительно	Negativterm	приблизительно	0	82
RU-RU	около	Negativterm	около	0	74

EN-US	detail	Vorzugsterm	detail	-1	-1
RU-RU	деталь	Vorzugsterm	деталь	1	92
RU-RU	подробность	Negativterm	подробность	1	41

EN-US	company	Vorzugsterm	company	-1	-1
RU-RU	компания	Vorzugsterm	компания	0	2144
RU-RU	фирма	Negativterm	фирма	0	29
RU-RU	предприятие	Negativterm	предприятие	0	15

EN-US	gift	Vorzugsterm	gift	-1	-1
RU-RU	подарок	Vorzugsterm	подарок	0	55
RU-RU	дар	Negativterm	дар	0	11

EN-US	false	Vorzugsterm	false	-1	-1
RU-RU	ложный	Vorzugsterm	ложный	0	123
RU-RU	ошибочный	Negativterm	ошибочный	0	13
RU-RU	неверный	Negativterm	неверный	0	4
RU-RU	неправильный	Negativterm	неправильный	0	1

EN-US	organiser	Vorzugsterm	organiser	-1	-1
RU-RU	организатор	Vorzugsterm	организатор	0	4
RU-RU	устроитель	Negativterm	устроитель	0	1

EN-US	deliberately	Vorzugsterm	deliberately	-1	-1
RU-RU	намеренно	Vorzugsterm	намеренно	0	19
RU-RU	сознательно	Negativterm	сознательно	0	18
RU-RU	умышленно	Negativterm	умышленно	0	10
RU-RU	специально	Negativterm	специально	0	3

EN-US	land	Vorzugsterm	land	-1	-1
RU-RU	земля	Vorzugsterm	земля	2	461
RU-RU	страна	Negativterm	страна	2	37

EN-US	boom	Vorzugsterm	boom	-1	-1
RU-RU	бум	Vorzugsterm	бум	1	374
RU-RU	ажиотаж	Negativterm	ажиотаж	1	5

STOPWORD	how	Vorzugsterm	how	-1	-1
RU-RU	как	Vorzugsterm	как	1	1457
RU-RU	насколько	Negativterm	насколько	1	304
RU-RU	сколь	Negativterm	сколь	1	4

EN-US	role	Vorzugsterm	role	-1	-1
RU-RU	роль	Vorzugsterm	роль	3	1797
RU-RU	функция	Negativterm	функция	3	10

STOPWORD	at	Vorzugsterm	at	-1	-1
RU-RU	при	Vorzugsterm	при	0	174
RU-RU	возле	Negativterm	возле	0	2

EN-US	reality	Vorzugsterm	reality	-1	-1
RU-RU	реальность	Vorzugsterm	реальность	1	470
RU-RU	действительность	Negativterm	действительность	1	210

EN-US	situation	Vorzugsterm	situation	-1	-1
RU-RU	ситуация	Vorzugsterm	ситуация	0	923
RU-RU	положение	Negativterm	положение	0	54

EN-US	house	Vorzugsterm	house	-1	-1
RU-RU	дом	Vorzugsterm	дом	0	444
RU-RU	здание	Negativterm	здание	0	6

EN-US	solid	Vorzugsterm	solid	-1	-1
RU-RU	прочный	Vorzugsterm	прочный	0	19
RU-RU	крепкий	Negativterm	крепкий	0	8

EN-US	foundation	Vorzugsterm	foundation	-1	-1
RU-RU	основа	Vorzugsterm	основа	0	160
RU-RU	фундамент	Negativterm	фундамент	0	64
RU-RU	основание	Negativterm	основание	0	14
RU-RU	база	Negativterm	база	0	4

EN-US	anyone	Vorzugsterm	anyone	-1	-1
RU-RU	любой	Vorzugsterm	любой	0	60
RU-RU	всякий	Negativterm	всякий	0	5

EN-US	look	Vorzugsterm	look	-1	-1
RU-RU	выглядеть	Vorzugsterm	выглядеть	2	316
RU-RU	казаться	Negativterm	казаться	2	50
RU-RU	смотреться	Negativterm	смотреться	2	4

EN-US	stature	Vorzugsterm	stature	-1	-1
RU-RU	положение	Vorzugsterm	положение	4	13
RU-RU	статус	Negativterm	статус	4	9

EN-US	progression	Vorzugsterm	progression	-1	-1
RU-RU	развитие	Vorzugsterm	развитие	1	4
RU-RU	рост	Negativterm	рост	1	1

EN-US	staff	Vorzugsterm	staff	-1	-1
RU-RU	сотрудник	Vorzugsterm	сотрудник	1	81
RU-RU	работник	Negativterm	работник	1	7

EN-US	step	Vorzugsterm	step	-1	-1
RU-RU	шаг	Vorzugsterm	шаг	3	673
RU-RU	этап	Negativterm	этап	3	17

EN-US	competition	Vorzugsterm	competition	-1	-1
RU-RU	конкуренция	Vorzugsterm	конкуренция	0	561
RU-RU	соревнование	Negativterm	соревнование	0	50
RU-RU	соперничество	Negativterm	соперничество	0	20
RU-RU	состязание	Negativterm	состязание	0	7

EN-US	definitely	Vorzugsterm	definitely	-1	-1
RU-RU	конечно	Vorzugsterm	конечно	0	6
RU-RU	однозначно	Negativterm	однозначно	0	2

EN-US	inspire	Vorzugsterm	inspire	-1	-1
RU-RU	вдохновлять	Vorzugsterm	вдохновлять	1	154
RU-RU	воодушевлять	Negativterm	воодушевлять	1	17

EN-US	equal	Vorzugsterm	equal	-1	-1
RU-RU	равный	Vorzugsterm	равный	0	274
RU-RU	одинаковый	Negativterm	одинаковый	0	21
RU-RU	равноценный	Negativterm	равноценный	0	3

EN-US	title	Vorzugsterm	title	-1	-1
RU-RU	титул	Vorzugsterm	титул	0	31
RU-RU	звание	Negativterm	звание	0	8

EN-US	discussion	Vorzugsterm	discussion	-1	-1
RU-RU	обсуждение	Vorzugsterm	обсуждение	0	193
RU-RU	дискуссия	Negativterm	дискуссия	0	148
RU-RU	спор	Negativterm	спор	0	10

EN-US	confidence	Vorzugsterm	confidence	-1	-1
RU-RU	доверие	Vorzugsterm	доверие	0	271
RU-RU	вера	Negativterm	вера	0	37

EN-US	goal	Vorzugsterm	goal	-1	-1
RU-RU	цель	Vorzugsterm	цель	0	1025
RU-RU	задача	Negativterm	задача	0	54

EN-US	far	Vorzugsterm	far	-1	-1
RU-RU	далеко	Vorzugsterm	далеко	0	603
RU-RU	вдали	Negativterm	вдали	0	11
RU-RU	вдалеке	Negativterm	вдалеке	0	5

EN-US	top	Vorzugsterm	top	-1	-1
RU-RU	главный	Vorzugsterm	главный	0	81
RU-RU	ведущий	Negativterm	ведущий	0	42
RU-RU	основной	Negativterm	основной	0	10

EN-US	big	Vorzugsterm	big	-1	-1
RU-RU	большой	Vorzugsterm	большой	0	703
RU-RU	значительный	Negativterm	значительный	0	30
RU-RU	существенный	Negativterm	существенный	0	2

EN-US	failure	Vorzugsterm	failure	-1	-1
RU-RU	провал	Vorzugsterm	провал	3	274
RU-RU	крах	Negativterm	крах	3	39

STOPWORD	against	Vorzugsterm	against	-1	-1
RU-RU	против	Vorzugsterm	против	2	1924
RU-RU	вопреки	Negativterm	вопреки	2	26
RU-RU	наперекор	Negativterm	наперекор	2	3

EN-US	project	Vorzugsterm	project	-1	-1
RU-RU	проект	Vorzugsterm	проект	3	1044
RU-RU	план	Negativterm	план	3	2

EN-US	able	Vorzugsterm	able	-1	-1
RU-RU	смочь	Vorzugsterm	смочь	0	466
RU-RU	суметь	Negativterm	суметь	0	20

EN-US	lot	Vorzugsterm	lot	-1	-1
RU-RU	много	Vorzugsterm	много	1	128
RU-RU	куча	Negativterm	куча	1	2

EN-US	everywhere	Vorzugsterm	everywhere	-1	-1
RU-RU	повсюду	Vorzugsterm	повсюду	0	90
RU-RU	везде	Negativterm	везде	0	65
RU-RU	повсеместно	Negativterm	повсеместно	0	38
RU-RU	всюду	Negativterm	всюду	0	11

EN-US	demonstrate	Vorzugsterm	demonstrate	-1	-1
RU-RU	показывать	Vorzugsterm	показывать	0	143
RU-RU	демонстрировать	Negativterm	демонстрировать	0	139

EN-US	truly	Vorzugsterm	truly	-1	-1
RU-RU	действительно	Vorzugsterm	действительно	2	143
RU-RU	поистине	Negativterm	поистине	2	15

EN-US	exceptional	Vorzugsterm	exceptional	-1	-1
RU-RU	исключительный	Vorzugsterm	исключительный	1	47
RU-RU	особый	Negativterm	особый	1	5
RU-RU	незаурядный	Negativterm	незаурядный	1	3
RU-RU	выдающийся	Negativterm	выдающийся	1	1

EN-US	get	Vorzugsterm	get	-1	-1
RU-RU	получать	Vorzugsterm	получать	0	411
RU-RU	принимать	Negativterm	принимать	0	4

EN-US	strong	Vorzugsterm	strong	-1	-1
RU-RU	сильный	Vorzugsterm	сильный	0	1192
RU-RU	мощный	Negativterm	мощный	0	67
RU-RU	крепкий	Negativterm	крепкий	0	24

EN-US	current	Vorzugsterm	current	-1	-1
RU-RU	текущий	Vorzugsterm	текущий	0	918
RU-RU	актуальный	Negativterm	актуальный	0	3

EN-US	central	Vorzugsterm	central	-1	-1
RU-RU	главный	Vorzugsterm	главный	0	97
RU-RU	основной	Negativterm	основной	0	62

EN-US	among	Vorzugsterm	among	-1	-1
RU-RU	среди	Vorzugsterm	среди	2	889
RU-RU	между	Negativterm	между	2	347

EN-US	publish	Vorzugsterm	publish	-1	-1
RU-RU	опубликовывать	Vorzugsterm	опубликовывать	0	230
RU-RU	публиковать	Negativterm	публиковать	0	36

EN-US	similar	Vorzugsterm	similar	-1	-1
RU-RU	аналогичный	Vorzugsterm	аналогичный	0	327
RU-RU	подобный	Negativterm	подобный	0	292
RU-RU	похожий	Negativterm	похожий	0	170
RU-RU	схожий	Negativterm	схожий	0	91
RU-RU	сходный	Negativterm	сходный	0	25

EN-US	conventional	Vorzugsterm	conventional	-1	-1
RU-RU	обычный	Vorzugsterm	обычный	0	108
RU-RU	привычный	Negativterm	привычный	0	5

EN-US	type	Vorzugsterm	type	-1	-1
RU-RU	тип	Vorzugsterm	тип	0	220
RU-RU	вид	Negativterm	вид	0	87
RU-RU	категория	Negativterm	категория	0	3

EN-US	sometimes	Vorzugsterm	sometimes	-1	-1
RU-RU	иногда	Vorzugsterm	иногда	0	538
RU-RU	подчас	Negativterm	подчас	0	3

EN-US	choose	Vorzugsterm	choose	-1	-1
RU-RU	выбирать	Vorzugsterm	выбирать	0	367
RU-RU	избирать	Negativterm	избирать	0	34

EN-US	information	Vorzugsterm	information	-1	-1
RU-RU	информация	Vorzugsterm	информация	0	765
RU-RU	данные	Negativterm	данные	0	11
RU-RU	сведение	Negativterm	сведение	0	9
RU-RU	новость	Negativterm	новость	0	2

EN-US	entire	Vorzugsterm	entire	-1	-1
RU-RU	весь	Vorzugsterm	весь	1	486
RU-RU	целый	Negativterm	целый	1	79

EN-US	transformation	Vorzugsterm	transformation	-1	-1
RU-RU	трансформация	Vorzugsterm	трансформация	0	149
